ID;Word;English Trans.;POS;VAL_M;VAL_SD;VAL_N;ARO_M;ARO_SD;ARO_N;CON_M;CON_SD;CON_N;IMA_M;IMA_SD;IMA_N;AVA_M;AVA_SD;AVA_N;FAM_M;FAM_SD;FAM_N
1335;trascendencia;transcendence;N;5.45;1.18;22;4.90;1.55;20;2.86;1.78;22;1.32;1.09;22;1.73;1.16;22;4.95;1.57;20
1336;trato;treatment;V N;5.32;1.17;22;4.90;1.77;20;2.55;1.43;20;2.50;1.82;22;4.50;1.96;24;6.45;0.76;20
1337;travesura;mischief;N;5.59;1.56;22;6.23;1.57;22;4.30;1.64;23;4.17;1.92;23;5.45;1.71;22;5.26;1.76;23
1338;trecho;stretch;N;4.91;0.68;22;4.27;1.86;22;3.05;1.50;22;3.00;1.73;23;2.23;2.11;22;4.05;1.73;20
1339;tregua;truce;N;4.95;1.70;22;3.90;2.27;20;3.60;1.57;20;1.55;0.83;20;2.91;1.95;23;4.45;1.64;20
1340;triángulo;triangle;A N;5.32;1.04;22;4.60;2.06;20;5.60;1.23;20;6.62;0.67;21;3.95;2.28;22;6.09;1.35;23
1341;tripa;gut;N;3.75;1.33;20;4.50;1.85;22;5.41;1.62;22;5.82;1.44;22;5.40;2.37;20;5.09;1.31;22
1342;tristeza;sadness;N;1.43;0.84;23;6.30;2.54;20;2.30;1.56;20;4.35;2.13;20;5.18;1.53;22;6.30;1.17;20
1343;triunfador;winner;N;7.91;1.41;22;5.23;1.66;22;3.95;1.36;20;3.45;1.64;20;5.15;1.66;20;5.73;1.12;22
1344;triunfante;triumphant;A;7.41;1.14;22;6.55;1.85;20;4.39;1.64;23;4.83;1.83;23;4.50;2.04;22;4.74;2.09;23
1345;triunfo;triumph;V N;8.50;0.91;22;6.95;2.58;20;4.60;1.70;20;3.65;2.13;20;5.13;1.94;23;5.73;1.35;22
1346;trofeo;trophy;N;6.90;1.21;20;4.57;2.36;21;5.50;0.89;20;6.35;0.75;20;4.73;2.14;22;6.09;1.24;23
1347;trozo;stub;V N;4.50;0.96;22;3.60;1.76;20;2.85;1.60;20;5.04;1.77;23;4.67;2.28;24;5.45;1.50;20
1348;tuberculosis;tuberculosis;N;1.59;0.96;22;6.60;1.90;20;5.95;1.65;22;2.50;1.74;22;3.21;2.04;24;3.18;1.74;22
1349;túnel;tunnel;N;4.57;0.84;23;5.50;2.48;20;5.95;1.20;21;6.52;0.68;21;6.00;1.45;22;5.45;1.54;20
1350;turno;turn;V N;4.82;1.14;22;4.45;1.90;22;3.50;1.73;20;2.57;1.47;21;4.18;2.38;22;6.35;1.39;20
1351;uniforme;uniform;V A N;4.71;1.56;28;4.43;1.88;23;3.77;1.95;22;6.19;1.25;21;5.67;1.49;21;5.43;1.89;21
1352;utensilio;utensil;N;5.19;0.68;21;3.50;1.74;22;2.60;1.90;20;4.14;1.93;21;4.27;2.03;22;4.78;1.73;23
1353;útero;uterus;N;5.27;1.45;22;5.20;1.85;20;6.70;0.47;20;4.95;1.63;21;4.64;2.11;22;5.67;1.39;21
1354;utopía;utopia;N;5.96;1.52;24;5.00;1.70;21;2.60;1.79;20;2.14;1.49;21;1.85;1.50;20;4.80;1.99;20
1355;vagón;wagon;N;5.14;1.21;22;4.05;2.19;20;6.35;0.81;20;6.68;0.65;22;5.23;2.11;22;6.29;1.49;21
1356;vale;worth;I N V;5.24;0.94;21;3.95;1.70;20;3.55;2.11;22;4.52;2.11;21;4.15;2.21;20;6.82;0.39;22
1357;valiente;brave;A N;7.68;0.99;22;5.40;2.35;20;4.40;1.70;20;3.60;1.27;20;4.00;1.59;20;5.75;1.33;20
1358;valle;valley;V N;6.00;1.30;21;2.35;1.76;20;5.40;1.31;20;6.00;1.20;22;4.75;2.02;20;4.82;1.62;22
1359;vándalo;vandal;A N;3.05;1.13;22;6.50;1.34;22;4.70;1.26;20;4.60;1.64;20;4.35;1.90;20;3.55;1.99;20
1360;vegetación;vegetation;N;7.17;1.27;23;3.50;2.54;22;3.77;1.66;22;6.48;0.75;21;5.68;1.73;22;5.86;1.36;22
1361;vela;candle;N V;4.81;1.44;21;2.68;1.81;22;5.50;1.32;20;7.00;0.00;22;5.80;1.88;20;5.20;2.07;20
1362;velo;veil;N;4.59;1.53;22;4.35;2.01;20;4.24;1.73;21;6.00;1.48;22;4.68;1.94;22;4.48;1.83;21
1363;vencedora;winner;A N;7.58;1.17;26;6.35;2.21;20;4.29;2.03;21;4.35;2.13;20;3.86;2.03;22;5.50;1.60;22
1364;venda;band;N V;4.45;1.22;22;4.00;2.00;21;5.80;1.79;20;4.67;2.29;21;5.00;1.83;22;6.14;0.99;22
1365;vendedor;seller;N;5.00;1.17;26;4.25;1.65;20;5.10;1.61;21;4.85;1.73;20;5.32;1.70;22;6.41;0.85;22
1366;veneración;veneration;N;4.68;1.55;22;4.50;1.99;20;3.30;1.75;20;1.86;1.28;22;2.95;2.15;22;3.05;2.01;20
1367;venganza;revenge;N;2.17;1.53;23;7.10;2.17;20;3.59;1.50;22;2.62;1.75;21;4.09;2.35;22;5.75;1.68;20
1368;ventaja;advantage;N;6.36;1.50;22;4.15;2.18;20;2.90;1.68;20;2.00;1.27;22;3.42;1.89;24;5.45;1.96;20
1369;ventanilla;window;N;5.22;1.13;23;3.36;1.89;22;6.23;1.15;22;6.77;0.53;22;6.05;1.56;22;6.05;1.02;21
1370;verbena;verbena;N;7.71;1.23;24;6.24;2.43;21;4.77;1.88;22;5.91;1.41;23;5.75;1.62;20;5.36;1.84;22
1371;verdadero;true;A;7.64;1.14;22;4.25;3.02;20;4.10;2.34;20;2.15;1.73;20;4.22;2.11;23;6.00;1.71;23
1372;verdugo;executioner;N;3.57;1.69;21;5.75;2.43;20;5.43;1.21;21;3.10;2.20;20;2.48;1.86;23;3.57;1.60;21
1373;vergüenza;shame;N;3.32;1.64;22;6.40;2.16;20;3.71;2.31;21;2.82;1.50;22;6.09;1.41;22;6.67;0.73;21
1374;verruga;wart;N;1.95;1.28;20;5.75;1.62;20;7.00;0.00;20;6.40;1.19;20;5.74;1.68;23;4.55;2.21;20
1375;versión;version;N;5.00;0.31;22;4.20;1.44;20;2.35;1.57;20;1.41;1.14;22;3.14;2.03;22;5.20;1.91;20
1376;verso;verse;V N;6.05;1.20;21;4.25;1.94;20;4.27;1.61;22;4.95;1.36;22;5.00;1.95;20;5.38;1.86;21
1377;vértigo;vertigo;N;3.32;2.10;22;6.95;2.11;20;4.10;2.27;20;2.95;2.24;20;5.09;2.11;23;4.90;2.05;20
1378;vestíbulo;lobby;N;4.90;0.44;21;4.09;1.85;22;4.95;1.73;22;5.95;1.36;21;4.73;2.07;22;5.00;2.09;22
1379;veterinaria;veterinarian;A N;6.18;1.28;28;4.61;2.02;23;5.91;1.48;22;5.90;1.14;21;5.86;1.39;21;4.80;2.02;20
1380;viajes;travel;V N;7.76;1.30;21;6.32;2.50;22;3.70;2.01;23;5.78;1.68;23;6.36;1.43;22;6.41;0.80;22
1381;vicio;vice;V N;4.09;2.04;22;5.75;2.47;20;2.95;1.86;21;2.41;1.65;22;5.32;1.70;22;5.77;1.41;22
1382;victoria;victory;N;8.09;0.87;22;5.43;2.31;21;3.95;1.88;20;3.95;1.86;22;5.41;1.65;22;5.95;1.50;20
1383;vidrio;glass;V N;5.10;0.54;21;4.55;2.06;20;5.14;1.74;21;6.41;0.85;22;4.91;2.22;22;5.24;1.81;21
1384;vigía;lookout;N V;4.85;0.88;20;4.95;1.93;20;4.19;1.63;21;3.04;2.08;23;2.41;2.09;22;2.71;1.62;21
1385;violación;violation;N;1.00;0.00;22;7.90;2.40;20;4.10;1.92;20;4.00;2.32;20;4.39;2.21;23;5.64;1.73;22
1386;violador;rapist;N;1.33;0.91;21;7.91;1.87;22;5.32;1.62;22;3.10;2.10;20;4.39;2.15;23;5.14;1.49;22
1387;violencia;violence;N;1.55;1.43;20;7.82;1.53;22;2.20;1.40;20;4.70;1.74;23;6.00;1.60;23;6.05;1.73;20
1388;violento;violent;V A;2.14;0.71;22;7.29;1.49;21;5.13;1.60;23;4.74;2.05;23;5.27;1.75;22;6.05;1.00;22
1389;vistazo;look;N;4.82;0.73;22;4.55;1.61;20;3.55;1.90;22;2.27;1.52;22;4.17;2.12;24;5.27;1.91;22
1390;vitalidad;vitality;N;8.05;1.25;22;5.40;2.85;20;3.30;1.92;20;3.43;1.72;21;4.86;2.08;22;6.10;1.41;20
1391;viuda;widow;N A;1.55;1.06;22;5.70;2.30;20;6.10;1.04;21;4.85;2.11;20;5.36;1.94;22;4.75;2.12;20
1392;viudo;widower;A N;1.86;1.21;22;5.20;2.26;20;5.77;1.34;22;4.23;1.85;22;5.42;2.02;24;4.55;2.21;20
1393;vivir;to live;V N;8.48;0.85;23;6.41;2.91;22;2.41;1.59;22;2.85;1.14;20;5.64;1.79;22;6.29;0.96;21
1394;vivo;alive;V A N;7.55;1.37;22;4.80;2.55;20;5.00;2.11;23;4.78;1.93;23;5.23;2.37;22;6.32;1.09;22
1395;volcán;volcano;N;4.17;1.93;24;7.00;1.84;21;6.59;0.73;22;6.59;0.59;22;6.15;1.27;20;3.90;2.31;20
1396;volumen;volume;N;5.36;1.05;22;5.41;1.99;22;4.05;1.86;21;2.36;1.56;22;5.55;1.57;20;6.36;0.95;22
1397;voluntad;will;N;7.57;1.27;23;4.32;2.53;22;2.35;1.63;20;2.23;1.63;22;4.45;2.18;22;5.45;1.88;20
1398;voluptuosidad;voluptuousness;N;5.23;1.07;22;4.95;1.47;20;3.33;1.74;21;2.86;1.56;21;2.55;2.04;22;2.55;1.34;22
1399;zapato;shoe;N;5.91;1.28;23;3.95;2.09;20;5.95;1.40;22;6.71;1.10;21;6.41;1.33;22;6.73;0.55;22
1400;zurra;spanking;N V;2.81;1.25;21;5.95;1.17;22;4.13;2.03;23;3.91;2.47;23;3.50;2.37;22;2.77;1.72;22
